url,doc_id,title,audience,department,category,language,document_version,license_or_permission
https://fit.neu.edu.vn/post/hoc-phi-neu-nam-hoc-2026-2027-theo-quyet-dinh-985
https://dienthoaivui.com.vn/back-to-school-hoc-phi-neu
